Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
135867,513029,"Et le message est bien passé"""", s'est ",félicité," Mike Büskens, l'un des deux nouveaux entraîneurs.",11.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,6.0,parataxis,6:parataxis,_,1.0
138616,523157,"Cela va permettre aux deux communautés de se rencontrer"""" au coeur même de la ville, s'est ",félicité," Snavas Olympios, 57 ans, un glacier.",21.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
143219,540714,"Je suis heureux que le sport soit sorti de cette crise et nous pouvons nous attendre à une saison où le cyclisme sera la priorité"""", s'est ",félicité, M. McQuaid.,30.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,2.0
143880,543088,"Nous nous réjouissons de cette décision conforme aux valeurs de la République"""", s'est ",félicité, l'organisation Reporters sans frontières (RSF).,18.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,2.0
155917,588097,"La coopération de Belgrade avec le TPIY """"constitue un véritable tournant pour la Serbie"""", qui prend ainsi ses distances avec son passé nationaliste, s'est ",félicité," le commissaire européen à l'Élargissement, le Finlandais Olli Rehn.",30.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,9.0,advcl,9:advcl,_,1.0
158271,596689,"Les magistrats montrent qu'ils n'ont pas peur de rechercher la vérité, quitte à déplaire aux autorités politiques françaises et djiboutiennes"""", s'est ",félicité," Me Olivier Morice, l'un des deux avocats, avec Laurent de Caunes, de la famille Borrel.",28.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
163903,618142,"Tout le monde disait 'vous allez voir ce que vous allez voir au sein du groupe UMP' mais l'immense majorité du groupe soutenait le texte, soutenait le budget"""", s'est ",félicité," Roger Karoutchi, le secrétaire d'Etat aux Relations avec le Parlement.",38.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,5.0,parataxis,5:parataxis,_,1.0
166535,627982,"C'est un ralentissement stable"""", s'est ",félicité," le porte-parole du Bureau national des statistiques, Li Xiaochao, lors d'une conférence de presse jeudi.",10.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,2.0
170003,641151,"La baisse de la consommation « s'installe durablement », s'est ",félicité," le directeur de la Cnam, Frédéric van Roekeghem.",14.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,parataxis,8:parataxis,_,1.0
181817,686271,"Discovery à l'air d'un oiseau en parfaite santé», s'est ",félicité," hier le patron de la NASA, Michael Griffin.",15.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,3.0
185926,701316,"C'est un progrès incontestable pour le service public"""", s'est ",félicité, Jean-Luc Moudenc.,14.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,2.0
188136,709627,"On a finalement pu voir son sourire, s'est ",félicité, le sélectionneur Dunga.,11.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,2.0
189256,714105,"Je suis très content d'annoncer que le processus de redressement de Nissan est achevé"""", s'est ",félicité, M. Ghosn lors d'une conférence de presse au siège tokyoïte du groupe.,20.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,1.0
191019,720740,"L'objectif est atteint en montrant un visage généreux face à une des meilleures équipes d'Europe"""" s'est ",félicité," l'entraîneur toulousain Guy Novès qui prévient cependant: """"ce soir nous ne sommes pas éliminés, mais pas qualifiés non plus"""".",22.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,5.0,parataxis,5:parataxis,_,1.0
204720,772577,"En associant nos forces, nous préparons également le futur développement international de BMPS"""", s'est ",félicité," Giuseppe Mussari, le président de cette banque créée en 1472, qui se présente comme la plus vieille du monde.",20.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,8.0,parataxis,8:parataxis,_,1.0
209211,789025,"C'est un mouvement de mobilisation sans précédent à la télévision"""", s'est ",félicité, M. Schneidermann interrogé par l'AFP .,17.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,5.0,parataxis,5:parataxis,_,3.0
210488,793562,"Il s'agit d'une opération préventive, nous avons démantelé ce commando avant même qu'il ne naisse vraiment"""", s'est ",félicité," le ministre, précisant que l'opération était toujours en cours mardi matin.",25.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
223740,843860,"Nous sommes très fiers d'avoir recruté deux joueurs de calibre mondiale, Luca Toni et Franck Ribéry, après une année difficile pour le Bayern"""", s'est ",félicité," Uli Hoeness, le manageur général du club bavarois.",32.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,5.0,parataxis,5:parataxis,_,2.0
224270,845917,"C'est la première fois que nous recevons une telle somme en aide directe des Etats-Unis"""", s'est ",félicité, le ministre palestinien des Finances Salam Fayyad.,22.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,6.0,parataxis,6:parataxis,_,3.0
231045,871123,"Ce rapport confirme ce que le Hezbollah sait depuis longtemps: Israël a complètement échoué à atteindre ses objectifs et l'armée israélienne a subi une grave défaite», s'est ",félicité, un porte-parole de la milice chiite.,33.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
233676,880976,"Nous avons fini la journée sur une belle note"""", s'est ",félicité," le directeur sportif de Honda, Gil de Ferran, regrettant """"un problème de boîte de vitesse"""" sur la monoplace de Davidson lors de la première séance.",15.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,1.0
234972,885952,"Cette élection prouve que les gens les ont jugés"""", s'est-il ",félicité, en apprenant sa victoire.,15.0,félicité,féliciter,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,parataxis,3:parataxis,_,1.0
255416,962523,"C'est une victoire de l'Egalité sur la peur, le préjugé et l'ignorance"""", s'est ",félicitée," l'avocate parisienne de l'enseignante, Me Caroline Mécary.",21.0,félicitée,féliciter,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,4.0,parataxis,4:parataxis,_,3.0
