Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
89772,338114,L'absence d'enfants vécue comme un idéal de vie s'est ,répandue,", soulignent les auteurs de l'étude.",13.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,SpaceAfter=No,1.0
98261,370738,Contrairement à l'opinion largement ,répandue,", la justice française n'est pas """" laxiste """" avec les mineurs.",6.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,4.0,acl,4:acl,SpaceAfter=No,1.0
104895,395781,"Il existe bien sur une autre théorie, beaucoup moins ",répandue, mais qui a toujours retenu mon attention.,11.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,7.0,acl,7:acl,_,1.0
106118,400487,"Le cybercrime, ou la cybercriminalité est un terme largement ",répandu," pour décrire une activité dans laquelle les systèmes et les réseaux informatiques sont un outil, une cible ou un lieu pour réaliser des activités criminelles.",11.0,répandu,répandre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,9.0,acl,9:acl,_,1.0
107766,406789,"Il est certain que beaucoup de ses élèves en tous cas y ont glissé, et que dans cette transmission et ses incidences s'est constituée l'idée farfelue et pourtant largement ",répandue," d'une psychanalyse des uvres, et par la même occasion des artistes.",33.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,29.0,conj,29:conj,_,1.0
112042,422765,Dans le judaïsme existait un courant spirituel ,répandu,", populaire et grandi loin des villes : c'est le courant baptiste illustré dans l'Evangile par Jean.",8.0,répandu,répandre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,6.0,acl,6:acl,SpaceAfter=No,2.0
123466,466615,Austin récuse l'idée (très ,répandue,", au point que la mettre en cause apparaît comme soit incongru, soit réactionnaire) que notre perception est dépendante du langage.",7.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,4.0,acl,4:acl,SpaceAfter=No,1.0
126933,479289,Selon l'interprétation la plus ,répandue,", il avait marié les noms des deux grands théoriciens russes de l'anarchisme pour créer son propre pseudonyme : Bakounine et Kropotkine, dont il avait tiré Ba Jin, en français : Pa Kin.",6.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,3.0,acl,3:acl,SpaceAfter=No,2.0
161055,607196,"Non seulement par manque d'habitude électorale, mais aussi par la croyance largement ",répandue, que la politique est l'affaire des hommes.,15.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,13.0,acl,13:acl,_,1.0
168707,636288,• L'usage s'est encore ,répandu, lorsque le terme est entré dans le vocabulaire de la communauté des jeux vidéo.,7.0,répandu,répandre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,0.0,root,0:root,_,1.0
169399,638863,"La confusion avec une espèce proche, mais plus petite et assez ",répandue,", le pic chevelu, a également été source d'erreur.",13.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,10.0,conj,10:conj,SpaceAfter=No,1.0
184543,696296,Résumant un sentiment assez ,répandu,", le chef des députés conservateurs Hans-Gert Poettering estime en outre """"qu'il ne faut pas répéter les erreurs du passé commises avec l'Autriche"""", tout en """"surveillant la situation"""".",5.0,répandu,répandre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,3.0,amod,3:amod,SpaceAfter=No,2.0
215320,811893,"A la limite, pas besoin de montrer la PDD qui a entrainé cet usage : le simple fait qu'il s'agisse d'un usage indiscutablement ",répandu, et établi devrait suffire comme raison pour lui demander de cesser ces renommages.,28.0,répandu,répandre,VERB,VERB,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,26.0,acl,26:acl,_,1.0
225533,850710,Le fait que l'attitude la plus ,répandue," chez les mathématiciens consiste à ignorer la question de l'incomplétude et à ne pas se plier aux règles strictes de ZF pour exposer leurs résultats est, de ce point de vue, purement contingente.",8.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,5.0,acl,5:acl,_,1.0
258623,974759,Contrairement à une croyance populaire relativement ,répandue,", une étude menée par des médecins américains vient de prouver que le banal ruban adhésif ne peut rien contre la verrue commune.",7.0,répandue,répandre,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,4.0,acl,4:acl,SpaceAfter=No,2.0
